gene_name	count	amino_acid_length	length
GPC3	9	603	450149
GPC4	9	556	115387
GPC5	14	572	1468561
GPC6	9	555	1180560
GPCPD1	135	672	66587
GPD1	8	349	7500
GPD1L	4	351	63024
GPD2	6	727	178445
GPER	49	375	0
GPHA2	1	129	1417
GPHN	11	782	674395
GPI	6	569	42676
GPIHBP1	10	184	3976
GPKOW	3	476	10405
GPLD1	9	840	70640
GPM6A	2	278	369730
GPM6B	2	328	167607
GPN1	6	388	23261
GPN2	3	310	14164
GPN3	4	323	16784
GPNMB	56	572	39141
GPR1	8	355	42731
GPR101	4	508	1526
GPR107	20	600	86743
GPR108	14	543	7689
GPR110	8	910	44659
GPR112	523	3080	136093
GPR113	31	1079	38644
GPR114	7	528	49260
GPR115	11	752	36157
GPR116	9	1346	102431
GPR119	1	335	1192
GPR12	3	334	5581
GPR123	8	560	60746
GPR124	17	1338	60705
GPR125	14	1321	170983
GPR126	19	1250	144412
GPR128	6	797	85890
GPR132	4	380	16054
GPR133	26	906	187562
GPR135	2	494	36320
GPR137	5	475	19438
GPR137B	8	399	79333
GPR137C	55	429	84565
GPR139	5	353	42432
GPR141	25	305	149991
GPR142	27	462	5215
GPR144	15	963	25956
GPR146	20	333	14685
GPR148	7	347	1266
GPR149	10	731	92043
GPR15	13	360	1217
GPR150	3	434	2064
GPR151	6	419	3087
GPR152	18	470	1428
GPR153	8	609	13629
GPR155	8	870	54856
GPR156	10	814	120449
GPR157	3	335	28865
GPR158	22	1215	427164
GPR160	2	338	47474
GPR161	5	549	52824
GPR162	11	588	8425
GPR17	19	367	6774
GPR173	3	373	31524
GPR174	2	333	1257
GPR176	1	515	121860
GPR179	58	2367	18317
GPR18	5	331	7030
GPR180	3	440	32742
GPR182	1	404	2238
GPR183	1	361	12875
GPR19	1	415	35316
GPR20	11	358	10767
GPR21	1	349	1169
GPR22	1	433	5635
GPR25	14	361	1223
GPR26	3	337	28252
GPR27	1	375	2446
GPR3	3	330	3170
GPR31	5	319	2058
GPR32	2	356	1268
GPR34	2	381	8300
GPR35	16	340	25828
GPR37	8	613	19630
GPR37L1	4	481	10734
GPR39	8	453	229985
GPR4	6	362	12444
GPR45	2	372	1724
GPR50	1123	617	4812
GPR52	11	361	1471
GPR55	4	319	53748
GPR56	5	693	54380
GPR6	3	377	2407
GPR61	7	451	8534
GPR63	2	419	43351
GPR64	24	1017	133328
GPR65	1	337	6951
GPR68	2	375	21393
GPR75	6	540	7076
GPR75-ASB3	7	556	327360
GPR78	9	363	61034
GPR83	8	423	24108
GPR84	27	396	2042
GPR85	4	370	9447
GPR87	5	358	22849
GPR89A	2	455	62688
GPR97	4	549	21876
GPR98	236	6306	634877
GPRASP1	11	1395	7717
GPRASP2	2	838	6503
GPRC5A	10	357	27155
GPRC5B	48	429	28873
GPRC5C	17	486	26802
GPRC5D	9	345	11372
GPRC6A	48	926	36952
GPRIN1	1510	1008	14331
GPRIN2	198	458	11556
GPRIN3	108	776	71624
GPS1	5	527	6779
GPS2	7	327	4240
GPSM1	10	675	31909
GPSM2	211	684	59195
GPSM3	1	160	4757
GPT	13	496	4201
GPT2	3	523	46919
GPX1	138	203	1424
GPX2	2	190	3661
GPX4	8	259	2851
GPX7	1	187	6679
GPX8	1	209	6953
GRAMD1A	20	807	31687
GRAMD1C	6	662	118992
GRAMD2	10	354	37978
GRAMD3	1	447	136362
GRAMD4	7	578	103779
GRAP2	3	330	72639
GRASP	24	395	8949
GRB10	5	594	203399
GRB14	19	540	129036
GRB2	1	217	87633
GRB7	15	555	9364
GREB1	63	1949	108672
GREB1L	144	1923	283175
GREM1	1	184	16695
GRHL1	5	618	57070
GRHL2	3	625	177294
GRHL3	10	626	45160
GRHPR	4	395	14324
GRIA1	65	916	324254
GRIA2	4	883	161893
GRIA4	11	902	372098
GRID1	19	1009	766938
GRID2	8	1007	1470157
GRID2IP	15	1211	53974
GRIK1	22	949	403097
GRIK2	6	908	671294
GRIK3	90	919	238602
GRIK4	8	956	477145
GRIK5	20	981	71177
GRIN1	8	959	30365
GRIN2A	11	1464	424235
GRIN2B	8	1484	439888
GRIN2C	76	1233	19465
GRIN2D	6	1336	50056
GRIN3A	8	1115	169227
GRIN3B	191	1043	9313
GRIP1	9	1128	456755
GRIPAP1	9	841	28541
GRK4	14	578	77139
GRK5	4	590	248030
GRK6	13	589	39697
GRK7	6	553	40342
GRM1	17	1194	409952
GRM2	28	872	11543
GRM3	5	879	220970
GRM4	9	912	133771
GRM5	3	1212	561369
GRM6	11	877	17879
GRM7	4	922	971527
GRM8	8	908	814696
GRN	2	593	7856
GRP	107	148	10606
GRPEL1	1	217	9291
GRPEL2	3	225	9153
GRPR	3	384	29465
GRSF1	4	480	24163
GRTP1	6	344	39941
GRWD1	63	446	11249
GRXCR1	3	290	137391
GRXCR2	8	248	13235
GSC	8	257	2009
GSC2	8	205	1707
GSDMA	23	445	14793
GSDMB	6	416	15259
GSDMC	7	508	38692
GSDMD	13	532	9855
GSE1	57	1217	64795
GSG1	16	362	20125
GSG1L	4	331	275980
GSG2	9	798	2856
GSK3A	11	483	12439
GSKIP	1	139	23811
GSN	18	782	125049
GSPT1	84	637	47954
GSPT2	4	628	2843
GSR	7	522	49860
GSS	5	474	27384
GSTA1	3	222	12246
GSTA2	9	222	13470
GSTA3	5	222	13046
GSTA4	4	222	17425
GSTA5	9	222	14440
GSTK1	5	282	26761
GSTM1	16	237	21225
GSTM2	1	220	41527
GSTM3	5	225	7830
GSTM4	9	218	9415
GSTM5	12	237	63186
GSTO1	19	241	32103
GSTO2	5	243	36072
GSTP1	4	210	3065
GSTT1	6	240	8547
GSTT2B	1	244	3772
GSTZ1	1	217	10713
GSX1	5	264	2125
GSX2	4	304	2982
GTDC1	7	458	394500
GTDC2	5	580	0
GTF2A1	3	376	45925
GTF2A1L	3	478	115350
GTF2A2	3	109	19479
GTF2B	2	316	39012
GTF2E1	2	439	40432
GTF2E2	3	291	79933
GTF2F1	9	517	14412
GTF2F2	1	249	163587
GTF2H1	4	548	44749
GTF2H2	4	395	32667
GTF2H2C	2	395	34515
GTF2H3	1	308	28778
GTF2I	7	998	102988
GTF2IRD1	15	976	148811
GTF2IRD2	5	949	57364
GTF2IRD2B	1	949	57259
GTF3A	3	365	11277
GTF3C1	18	2109	90358
GTF3C2	5	911	31152
GTF3C3	19	886	36693
GTF3C4	17	822	24920
GTF3C5	4	526	27814
GTF3C6	1	213	9330
GTPBP1	7	669	32576
GTPBP10	3	387	56232
GTPBP2	3	602	23846
GTPBP3	4	524	7815
GTPBP4	4	634	31538
GTPBP5	6	406	0
GTPBP8	1	284	24142
GTSE1	27	739	34069
GTSF1L	8	148	834
GUCA1A	4	201	24650
GUCA1B	3	200	10515
GUCA1C	2	209	46103
GUCA2A	1	115	2027
GUCA2B	2	112	2403
GUCD1	6	295	15497
GUCY1A2	5	763	344512
GUCY1A3	9	690	65638
GUCY1B3	4	641	48599
GUCY2C	8	1073	83943
GUCY2D	22	1103	17745
GUCY2F	40	1108	109166
GUF1	20	669	22499
GUK1	2	271	9022
GULP1	3	304	304257
GUSB	8	651	21630
GXYLT1	16	440	63034
GXYLT2	15	443	110065
GYG1	11	350	36291
GYG2	2	501	54030
GYLTL1B	22	721	7475
GYPA	2	150	31447
GYPC	2	128	40737
GYS1	6	737	25185
GYS2	8	703	68658
GZF1	16	711	10913
GZMA	1	262	7604
GZMB	2	281	3313
GZMH	3	246	3219
GZMK	7	264	10317
GZMM	4	257	5885
H1F0	2	194	2328
H1FNT	2	255	1299
H1FOO	3	346	8253
H1FX	1	213	1505
H2AFJ	2	129	3666
H2AFX	3	143	1613
H2AFY	1	372	66014
H2AFY2	5	372	59484
H2BFWT	5	175	2540
H3F3A	3	136	10150
H3F3B	8	150	9459
H3F3C	3	135	1052
H6PD	36	802	36562
HABP2	8	560	38765
HABP4	6	413	41135
HACE1	2	909	131826
HACL1	14	578	41127
HADH	3	331	45461
HADHA	7	763	54090
HADHB	287	474	47298
HAGH	9	308	31574
HAGHL	2	290	8589
HAL	5	657	23703
HAND1	3	215	3292
HAND2	2	217	5260
HAO1	3	370	57493
HAO2	5	364	25351
HAP1	10	671	16902
HAPLN1	9	354	83808
HAPLN2	4	340	6431
HAPLN3	9	422	18338
HAPLN4	4	402	7155
HARBI1	3	349	15048
HARS	5	509	18851
HARS2	6	506	7878
HAS1	14	585	10882
HAS2	2	552	29274
HAS3	3	553	13155
HAT1	4	419	69641
HAUS1	3	278	24001
HAUS2	5	235	21184
HAUS3	14	603	14700
HAUS4	3	363	10933
HAUS5	8	633	12605
HAUS6	14	955	49976
HAUS7	4	427	47854
HAUS8	6	410	25896
HAVCR1	1650	401	29706
HAVCR2	8	301	57037
HAX1	4	287	3364
HBB	3	147	3931
HBM	9	141	12876
HBP1	30	514	33568
HBS1L	6	684	142678
HBZ	1	142	1816
HCAR1	13	346	110566
HCAR2	11	363	2050
HCCS	5	268	11777
HCFC1	26	2080	24254
HCFC1R1	5	138	1666
HCFC2	8	792	40404
HCK	3	526	49668
HCLS1	9	486	29528
HCN1	59	890	436904
HCN2	10	889	27266
HCN3	23	774	12265
HCN4	29	1203	49405
HCRT	4	131	1392
HCRTR1	1	425	14832
HCRTR2	4	444	108368
HDAC1	15	482	41549
HDAC10	12	669	6222
HDAC11	8	347	26692
HDAC2	32	582	78280
HDAC4	10	1084	353484
HDAC5	16	1123	46956
HDAC6	13	1229	23605
HDAC7	19	1014	50410
HDAC8	4	377	243587
HDAC9	11	1069	915467
HDC	4	662	24079
HDDC2	2	204	82174
HDDC3	1	179	1651
HDGF	6	256	24818
HDGFL1	10	251	2214
HDGFRP3	1	203	92450
HDHD1	5	251	99270
HDHD2	6	259	43117
HDHD3	1	251	3580
HDLBP	65	1268	89797
HDX	9	690	184605
HEATR1	24	2144	55499
HEATR2	15	855	62852
HEATR3	12	680	40446
HEATR4	18	1026	80462
HEATR5B	50	2071	115959
HEATR6	17	1181	35737
HEBP1	6	189	25409
HEBP2	4	205	18666
HECA	5	543	45690
HECTD1	10	2610	107692
HECTD2	8	780	104490
HECTD3	8	861	8789
HECW1	27	1606	453402
HECW2	22	1572	399322
HEG1	192	1381	90248
HELB	45	1087	41098
HELLS	4	884	68115
HELQ	22	1101	48513
HELT	4	327	1963
HELZ	28	1943	175551
HELZ2	53	2649	16153
HEMGN	3	484	18065
HEMK1	6	338	15783
HENMT1	8	424	13236
HEPACAM	2	416	17219
HEPACAM2	9	485	37938
HEPH	11	1212	106318
HEPHL1	27	1159	92390
HEPN1	4	88	1427
HERC1	46	4861	225324
HERC2	284	4834	211112
HERC3	52	1050	187494
HERC4	36	1057	153440
HERC5	13	1024	49046
HERC6	20	1022	64372
HERPUD1	20	391	11838
HERPUD2	14	406	62912
HES1	8	280	2587
HES2	1	173	12252
HES3	4	186	1386
HES4	10	247	1210
HES5	2	166	1500
HES6	4	224	2395
HESX1	3	185	28605
HEXA	6	540	33042
HEXB	9	556	82624
HEXDC	14	585	24327
HEXIM1	1	359	4784
HEY1	3	308	3853
HEY2	4	337	13605
HEYL	3	328	15792
HFE	7	348	11062
HFE2	2	426	4450
HFM1	14	1435	144103
HGD	56	445	54398
HGF	2	728	71432
HGFAC	12	662	7597
HGS	32	777	19812
HGSNAT	7	663	62442
HHAT	22	518	348042
HHATL	7	504	10164
HHIP	2	700	99250
HHIPL1	7	782	35459
HHIPL2	15	724	25843
HHLA2	6	414	81756
HHLA3	1	154	30534
HIAT1	1	490	45280
HIATL1	6	506	86491
HIBADH	2	336	137553
HIBCH	4	386	154458
HIC1	14	733	5533
HIC2	23	615	34059
HID1	23	788	22423
HIF1A	10	850	52745
HIF1AN	2	349	30926
HIF3A	5	669	46387
HIGD1A	1	107	47354
HIGD2A	2	106	1024
HINFP	20	517	14455
HINT1	1	126	12708
HINT2	1	163	2394
HINT3	9	182	23460
HIP1	17	1037	205659
HIP1R	103	1068	28507
HIPK1	25	1281	48612
HIPK3	18	1215	100351
HIPK4	13	616	10916
HIRA	9	1017	117003
HIRIP3	27	556	4112
HIST1H1A	4	215	780
HIST1H1B	18	226	789
HIST1H1C	16	213	731
HIST1H1D	15	221	776
HIST1H1E	19	219	784
HIST1H1T	8	207	724
HIST1H2AA	1	131	499
HIST1H2AB	6	130	476
HIST1H2AD	5	130	392
HIST1H2AE	1	130	546
HIST1H2AH	6	128	456
HIST1H2AK	4	130	459
HIST1H2AL	4	130	572
HIST1H2AM	2	130	486
HIST1H2BA	3	127	436
HIST1H2BC	2	126	9053
HIST1H2BD	3	126	13228
HIST1H2BE	4	126	496
HIST1H2BF	5	126	1194
HIST1H2BG	5	126	444
HIST1H2BH	4	126	424
HIST1H2BI	2	126	478
HIST1H2BJ	1	126	6865
HIST1H2BK	9	126	8546
HIST1H2BL	2	126	452
HIST1H2BM	1	126	445
HIST1H2BN	2	126	17164
HIST1H2BO	4	126	466
HIST1H3A	5	136	468
HIST1H3C	2	136	458
HIST1H3D	5	136	2453
HIST1H3G	8	136	466
HIST1H3I	2	136	476
HIST1H3J	1	136	2791
HIST1H4A	1	103	371
HIST1H4B	6	103	356
HIST1H4C	31	103	414
HIST1H4D	1	103	366
HIST1H4E	4	103	1408
HIST1H4F	1	103	415
HIST1H4G	2	98	373
HIST1H4H	1	103	4479
HIST1H4J	1	103	373
HIST1H4K	2	103	353
HIST1H4L	1	103	363
HIST2H2AC	6	129	436
HIST2H3D	2	136	410
HIST3H2A	5	130	495
HIST3H3	22	136	480
HIST4H4	1	103	3132
HIVEP1	32	2718	156237
HIVEP2	37	2446	193734
HIVEP3	33	2406	529560
HJURP	10	748	21150
HK1	12	952	131898
HK2	16	917	59378
HK3	34	923	18463
HKDC1	12	917	47256
HKR1	21	659	56528
HLA-A	51	371	145404
HLA-B	5	362	3316
HLA-C	35	403	3371
HLA-DMA	4	289	20481
HLA-DMB	3	263	18494
HLA-DOA	3	250	5433
HLA-DPA1	2	260	16194
HLA-DPB1	3	258	11210
HLA-DQA1	42	255	18883
HLA-DQA2	75	255	5561
HLA-DQB1	1	269	7247
HLA-DRA	1	254	5167
HLA-DRB1	535	266	11079
HLA-DRB5	532	266	12944
HLA-E	3	358	4738
HLA-F	1	442	15696
HLA-G	10	343	4063
HLCS	18	726	239347
HLF	8	295	60053
HLTF	5	1009	56427
HLX	5	488	6702
HMBOX1	2	443	174370
HMBS	2	361	8683
HMCN1	104	5635	456402
HMG20A	1	347	65195
HMG20B	2	317	6311
HMGB1	3	215	158850
HMGB2	1	209	3430
HMGB3	13	200	10266
HMGCL	4	325	36735
HMGCLL1	4	370	144845
HMGCR	11	888	25775
HMGCS1	12	520	24117
HMGCS2	9	508	20909
HMGN1	1	168	7332
HMGN5	3	282	88241
HMGXB4	5	601	38355
HMHA1	12	1163	20705
HMHB1	2	41	8558
HMMR	13	725	31738
HMOX1	3	288	13853
HMOX2	6	316	35657
HMX1	11	348	25741
HMX2	3	273	2550
HMX3	8	357	1779
HN1	2	181	33033
HN1L	5	218	24024
HNF1B	17	557	58802
HNF4A	6	474	77145
HNF4G	5	445	158929
HNMT	2	292	52340
HNRNPA0	15	305	2964
HNRNPA1	5	372	6895
HNRNPA1L2	9	320	26314
HNRNPA2B1	2	353	11602
HNRNPA3	5	378	11395
HNRNPAB	1	332	6656
HNRNPC	38	306	60358
HNRNPCL1	1973	293	1317
HNRNPD	1	355	22005
HNRNPF	6	415	23549
HNRNPH1	2	472	20606
HNRNPH3	7	346	12017
HNRNPK	1	464	12571
HNRNPL	155	589	15959
HNRNPM	66	730	44347
HNRNPR	9	636	40565
HNRNPU	1	825	13376
HNRNPUL1	13	856	45102
HNRNPUL2	16	747	14719
HNRPDL	9	420	0
HNRPLL	3	542	0
HOGA1	9	327	28479
HOMER1	1	354	141581
HOMER2	2	354	144823
HOMER3	4	361	12060
HOMEZ	579	550	26990
HOOK2	15	719	109737
HOOK3	3	718	133607
HOPX	1	112	33910
HORMAD1	7	394	22828
HORMAD2	2	307	96901
HOXA1	25	335	3003
HOXA10	4	410	9670
HOXA11	2	313	3713
HOXA13	8	388	6603
HOXA2	1	376	2709
HOXA3	3	443	46397
HOXA4	2	320	2292
HOXA5	3	270	2616
HOXA6	2	233	5207
HOXA7	4	230	4220
HOXA9	21	272	8063
HOXB1	57	301	2471
HOXB13	3	284	4415
HOXB2	3	356	5185
HOXB3	9	431	56042
HOXB5	5	269	2704
HOXB6	1	224	10715
HOXB7	2	217	26340
HOXB8	1	243	3739
HOXB9	4	250	5321
HOXC10	3	342	5214
HOXC11	2	378	4517
HOXC12	2	282	4122
HOXC13	7	330	7793
HOXC4	7	264	2153
HOXC5	2	222	2505
HOXC6	10	235	40199
HOXC8	2	242	4738
HOXC9	12	260	8442
HOXD1	6	328	2381
HOXD10	3	340	11152
HOXD11	9	338	5778
HOXD12	12	270	1950
HOXD13	6	343	3047
HOXD3	3	432	36490
HOXD4	3	255	2004
HOXD8	64	290	3001
HOXD9	99	352	2765
HP	7	406	6463
HP1BP3	9	553	44662
HPCA	2	193	12447
HPCAL1	2	193	124728
HPCAL4	2	191	13041
HPD	6	393	24069
HPDL	3	371	1802
HPGD	6	266	32977
HPGDS	7	199	44341
HPN	2	417	26065
HPR	6	385	22623
HPRT1	1	218	60360
HPS1	11	700	30729
HPS3	6	1004	44148
HPS4	12	721	40414
HPS5	11	1129	43522
HPS6	8	775	2645
HPSE	24	543	42692
HPSE2	9	592	776744
HPX	5	462	11568
HR	8	1189	18969
HRASLS	2	273	36613
HRASLS2	3	162	10613
HRASLS5	8	279	29790
HRC	542	699	4226
HRCT1	75	115	949
HRG	4	525	18024
HRH1	3	487	126464
HRH2	2	397	28212
HRH3	2	453	5297
HRH4	5	390	19328
HRNR	1290	2850	12111
HRSP12	1	147	14897
HS1BP3	7	392	90641
HS2ST1	8	356	222003
HS3ST1	1	307	36615
HS3ST2	2	367	102161
HS3ST3A1	7	406	106238
HS3ST5	8	346	287459
HS3ST6	2	359	6977
HS6ST1	37	411	81861
HS6ST2	19	645	335379
HS6ST3	6	471	742578
HSBP1	3	76	11894
HSBP1L1	1	74	6261
HSCB	8	235	15484
HSD11B1	1	292	48785
HSD11B1L	4	315	7918
HSD11B2	3	405	6901
HSD17B1	8	329	5999
HSD17B10	2	261	3114
HSD17B11	4	300	54776
HSD17B12	4	312	300181
HSD17B13	90	300	19117
HSD17B14	7	270	23661
HSD17B2	5	387	63530
HSD17B3	4	310	66846
HSD17B4	5	761	184756
HSD17B6	5	317	35629
HSD17B7	1	341	22115
HSD17B8	1	261	2185
HSD3B1	4	375	7860
HSD3B2	3	372	8104
HSD3B7	16	369	3954
HSDL1	3	330	22911
HSDL2	8	418	92473
HSF1	11	529	23105
HSF2	2	536	33573
HSF2BP	5	334	130302
HSF4	22	492	6560
HSF5	5	596	68217
HSP90AA1	12	854	58961
HSP90AB1	183	724	6796
HSP90B1	75	803	23538
HSPA12A	5	675	71381
HSPA12B	14	686	20444
HSPA13	4	471	12369
HSPA14	20	509	33577
HSPA1L	1	641	5445
HSPA2	4	639	7332
HSPA4	7	840	54487
HSPA4L	12	870	58912
HSPA5	10	654	6477
HSPA6	7	643	2645
HSPA8	11	646	5741
HSPA9	4	679	20562
HSPB1	2	205	1751
HSPB11	1	144	29355
HSPB2	1	182	1851
HSPB3	6	150	762
HSPB6	1	160	3511
HSPB7	1	245	5566
HSPB9	2	159	1921
HSPBAP1	80	488	53825
HSPBP1	123	359	18150
HSPD1	7	573	30156
HSPE1	1	102	3463
HSPH1	5	860	25763
HTATIP2	3	276	20098
HTATSF1	4	755	15267
HTN1	3	57	8443
HTR1A	6	422	2151
HTR1B	3	390	1542
HTR1D	6	377	4229
HTR1E	9	365	79325
HTR1F	6	366	3073
HTR2A	4	471	65484
HTR2B	4	481	16888
HTR2C	3	458	325983
HTR3A	3	516	15432
HTR3B	10	441	41888
HTR3C	12	447	7624
HTR3D	8	454	7825
HTR3E	7	482	9931
HTR4	4	428	226203
HTR5A	3	357	15425
HTR6	6	440	14275
HTRA1	11	480	53383
HTRA2	1	458	3968
HTRA3	13	453	37346
HTRA4	8	476	14498
HTT	288	3142	169268
HUNK	8	714	171318
HUS1	1	280	283850
HUS1B	5	278	1024
HUWE1	27	4374	154608
HVCN1	8	273	77109
HYAL1	7	435	12492
HYAL2	2	473	5116
HYAL3	15	417	6637
HYAL4	9	481	48495
HYDIN	22	5121	423344
HYI	10	302	2836
HYLS1	2	299	17034
HYOU1	9	999	13013
HYPK	3	129	6901
IAH1	11	248	22885
IAPP	2	89	25019
IARS	26	1262	83549
IARS2	6	1012	53936
IBA57	6	356	16442
IBSP	22	317	12341
IBTK	13	1353	77771
ICA1	10	512	149503
ICA1L	7	482	96018
ICAM1	5	532	15780
ICAM2	1	275	18040
ICAM3	4	547	6047
ICAM4	1	272	1555
ICAM5	6	924	6797
ICK	14	632	60523
ICMT	6	284	14779
ICOSLG	5	473	17975
ICT1	7	206	8591
ID1	2	155	1232
ID2	1	134	5608
ID3	3	119	1876
ID4	1	161	3298
IDE	12	1019	122392
IDH3A	3	366	40451
IDH3B	2	385	5824
IDH3G	2	393	8757
IDI1	2	284	9262
IDI2	2	227	6952
IDNK	1	230	21081
IDO1	5	403	26169
IDS	8	550	51392
IDUA	12	675	17531
IER2	2	223	4493
IER3IP1	1	82	21332
IER5	9	327	2339
IER5L	7	404	2705
IFFO1	15	563	17698
IFFO2	2	517	52405
IFI16	18	785	55187
IFI27	103	122	11851
IFI27L1	2	105	22564
IFI27L2	3	130	2474
IFI30	12	250	4955
IFI35	19	288	7731
IFI44	2	444	14282
IFI44L	2	452	26223
IFI6	1	138	6157
IFIH1	4	1025	51624
IFIT1	5	478	11442
IFIT1B	10	474	7149
IFIT2	8	472	7321
IFIT3	10	490	13077
IFIT5	2	482	6415
IFITM1	2	125	1766
IFITM2	4	132	7641
IFITM3	2	133	7868
IFITM5	1	132	1326
IFLTD1	20	409	239272
IFNA10	11	189	962
IFNA13	1	190	704
IFNA14	11	189	777
IFNA16	3	189	938
IFNA17	9	189	979
IFNA21	11	189	1023
IFNA4	6	189	981
IFNA5	5	189	699
IFNA6	5	189	1543
IFNA7	2	189	736
IFNA8	2	189	1038
IFNAR1	5	557	35434
IFNAR2	21	515	35774
IFNB1	3	187	839
IFNG	1	166	4979
IFNGR1	4	489	21965
IFNGR2	6	356	103913
IFNK	17	207	2184
IFNL1	6	200	2348
IFNL2	9	200	1578
IFNL3	14	196	1400
IFNLR1	4	520	33802
IFNW1	2	195	1513
IFRD1	6	451	58049
IFRD2	12	608	4863
IFT122	24	1292	80230
IFT140	27	1462	101683
IFT172	15	1749	45418
IFT27	2	186	18054
IFT43	5	213	182449
IFT46	7	355	28442
IFT52	12	437	56365
IFT57	5	429	61758
IFT74	9	600	115891
IFT80	21	777	142894
IFT88	12	833	124918
IGBP1	2	339	32875
IGDCC3	19	814	50913
IGDCC4	51	1250	41608
IGF1	2	195	84778
IGF1R	10	1367	315559
IGF2	5	236	20491
IGF2BP1	6	577	58238
IGF2BP2	3	605	181317
IGF2BP3	12	579	160258
IGF2R	31	2491	144408
IGFALS	8	643	4558
IGFBP2	83	325	31608
IGFBP3	9	297	9524
IGFBP4	3	258	14281
IGFBP5	11	272	23420
IGFBP6	1	240	4909
IGFBP7	11	282	79612
IGFBPL1	11	278	15453
IGFL2	4	130	18193
IGFL3	7	125	4603
IGFL4	1	124	37370
IGFLR1	30	355	3296
IGHMBP2	18	993	36760
IGLL1	18	213	7183
IGLON5	7	336	18506
IGSF1	30	1341	126197
IGSF10	62	2623	33325
IGSF11	6	431	245511
IGSF21	21	467	270737
IGSF22	23	1326	21925
IGSF3	422	1214	93344
IGSF5	16	407	56689
IGSF6	3	241	11372
IGSF8	5	613	7603
IGSF9	22	1179	18557
IHH	2	411	6047
IK	6	557	15421
IKBIP	4	377	31708
IKBKAP	18	1332	66599
IKBKB	7	756	61153
IKBKE	13	716	26413
IKZF2	5	532	152722
IKZF3	4	509	99243
IKZF4	6	585	30776
IKZF5	2	419	18011
IL10RA	7	578	15133
IL10RB	4	325	30876
IL11	1	199	6074
IL11RA	9	422	11190
IL12A	1	253	7269
IL12B	4	328	16104
IL12RB1	10	662	39949
IL12RB2	9	862	89536
IL13	2	146	4847
IL13RA1	8	427	66967
IL13RA2	2	380	16002
IL15	1	162	97388
IL15RA	5	267	29295
IL16	16	1332	153188
IL17B	1	180	32878
IL17C	6	197	1882
IL17D	3	202	20971
IL17F	4	163	7856
IL17RA	17	866	30739
IL17RB	4	502	19220
IL17RC	16	791	16556
IL17RD	7	739	80324
IL17RE	19	700	13790
IL17REL	14	336	18146
IL18BP	1	199	7174
IL18R1	2	541	87229
IL18RAP	7	599	33876
IL19	1	215	44109
IL1A	2	271	10675
IL1F10	10	152	7880
IL1R1	15	569	115330
IL1R2	9	398	36700
IL1RAP	8	687	144003
IL1RAPL1	6	696	1369324
IL1RAPL2	10	686	1200824
IL1RL1	8	556	40535
IL1RL2	9	575	53029
IL1RN	2	180	26802
IL2	1	153	5255
IL20RA	8	553	45190
IL20RB	13	311	64855
IL21R	16	538	48632
IL22RA1	8	574	23350
IL22RA2	2	263	29817
IL23R	3	629	93579
IL24	10	207	6696
IL25	14	177	3594
IL26	4	171	24470
IL27	11	243	12689
IL27RA	3	636	21183
IL2RA	4	272	51636
IL2RB	7	551	49216
IL3	2	152	2675
IL31	1	164	2169
IL31RA	115	764	71471
IL32	198	234	16610
IL33	17	270	42178
IL34	8	242	80787
IL36A	4	158	2583
IL36B	8	164	30776
IL36RN	15	155	6744
IL37	9	218	5911
IL3RA	2	378	46069
IL4I1	11	589	39885
IL4R	8	825	51110
IL5	2	134	15394
IL5RA	3	420	57064
IL6	1	252	6118
IL6R	8	468	64257
IL6ST	98	918	59898
IL7	2	177	129780
IL7R	4	459	26908
IL8	2	99	3210
IL9	6	144	3581
IL9R	3	521	13236
ILDR1	16	546	34881
ILDR2	10	639	62276
ILF3	17	898	38156
ILK	2	452	7141
ILKAP	3	392	33328
ILVBL	9	632	10801
IMMP1L	2	166	77244
IMMP2L	4	175	899463
IMMT	2	758	51838
IMP4	2	291	5585
IMPA1	1	336	28732
IMPA2	3	288	49852
IMPACT	7	320	26919
IMPAD1	4	359	35911
IMPDH1	9	599	17975
IMPDH2	6	514	5083
IMPG1	5	797	151563
IMPG2	9	1241	98014
INADL	31	1801	421443
INCA1	8	236	9480
INCENP	11	918	29190
INF2	136	1249	29999
ING1	3	422	8338
ING2	2	280	6102
ING3	4	418	26467
ING4	2	249	12868
ING5	3	240	27443
INHA	2	366	6551
INHBA	12	426	17994
INHBB	7	407	5665
INHBC	4	352	16068
INHBE	13	350	6957
INIP	2	104	34310
INMT	2	263	59617
INO80	14	1556	137474
INO80B	5	356	5861
INO80C	3	228	45761
INO80D	17	1027	92582
INO80E	17	244	10499
INPP1	3	399	28195
INPP4A	25	977	149536
INPP4B	7	938	824272
INPP5A	3	412	245655
INPP5B	6	993	86360
INPP5E	3	644	11203
INPP5F	21	1132	103043
INPP5J	4	1006	11965
INPP5K	2	448	22317
INPPL1	10	1258	15404
INS	3	110	1562
INS-IGF2	4	200	28671
INSC	8	579	134784
INSIG2	1	225	22545
INSL5	2	135	3515
INSL6	3	213	53689
INSM1	2	510	2825
INSM2	14	566	3012
INSR	95	1382	181779
INSRR	16	1297	18955
INTS1	31	2394	35576
INTS10	9	710	34943
INTS12	6	462	213359
INTS2	84	1204	62646
INTS3	5	1042	46012
INTS4	10	963	115958
INTS5	6	1019	6454
INTS6	8	887	100187
INTS7	7	962	95143
INTS8	19	995	68435
INTS9	15	658	122581
INTU	14	942	103466
INVS	9	1065	201744
IP6K1	3	441	62248
IP6K2	2	426	52350
IP6K3	9	410	25318
IPCEF1	8	438	202295
